detid_Y,N06111V,N06112W,N06113Y,N06114Z,N06121A,N06121L,N06121M,N06121N,N06131T,N06131V,N06131W,N06131X,N06141A,N06141C,N06141Y,N06151D,N06151F,N06151G,N06161Q,N06161R,N06161T,N06161U,N06171B,N06171P,N06171Q,N06171R,N06171S,N06181H,N06181J,N06181K,N06191N,N06191P,N06191Z,N06211C,N06211E,N06211F,N06211G,N06221P,N06221Q,N06221R,N06222H,N06222K,N06222L,N06222M,N06241A,N06241B,N06241Y,N06242Z,N06251T,N06251V,N06251W,N06251X,N06252D,N06252E,N06252F,N06261V,N06261Y,N06261Z,N06271G,N06271H,N06271K,N06271L,N06281M,N06281P,N06281R,N06281S,N06291B,N06291E,N06291F,N06311J,N06311K,N06311L,N06311N,N06312M,N06312P,N06321B,N06321C,N06321D,N06321E,N06321L,N06322G,N06331A,N06331J,N06331X,N06331Y,N06331Z,N06341K,N06341S,N06341T,N06351L,N06351M,N06351P,N06351R,N06391B,N06391Y,N06391Z,N06411H,N06411J,N06411K,N06421A,N06421B,N06421D,N06421E,N06421F,N06421G,N06431X,N06431Y,N06431Z,N06451L,N06451P,N06451R,N06451S,N06461E,N06461T,N06471H,N06481L,N06481N,N06481P,N06481S,N06482F,N06482J,N06482K,N06511A,N06511B,N06511C,N06521E,N06521F,N06521G,N06521H,N06551T,N06611A,N06611E,N06611F,N06611G,N06611J,N06621A,N06621B,N06621C,N06621D,N06631X,N06631Y,N06631Z,N06691R,N06691S,N06691T,N06691U,N06691V,N06731W,N06731X,N06731Y,N06731Z,N26151X,N29111A,N29111R,N29111S,N29111T,N29111V,N29111W,N29112Q,N29113R,N29121G,N29121J,N29121M,N29121N,N29121P,N29121Z,N29131B,N29131C,N29131E,N29131F,N29141A,N29142H,N31111S,N31111U,N31111W,N31122B,N36121V,N41111D,N41111E,N41111F,N41121B
N06251T,735.61,539.85,619.17,460.88,1377.71,1377.71,1478.15,1549.54,1349.31,1522.90,1747.57,1185.20,1492.69,1302.00,1459.20,1221.15,1022.69,1288.83,881.17,881.17,674.57,941.43,1409.09,1409.09,1493.65,1493.65,1459.20,1051.31,1051.31,894.68,790.02,972.10,1190.13,725.60,563.59,759.78,510.74,615.07,947.49,830.03,439.34,752.88,658.71,611.58,563.59,555.11,635.32,635.32,0.00,326.83,397.15,421.02,311.51,365.06,411.31,1465.20,1639.41,1591.27,499.00,415.68,433.56,429.60,269.00,501.01,258.24,71.91,539.85,297.55,538.46,1739.95,1681.96,1610.11,1739.95,1610.11,1610.11,2006.26,1739.95,1879.99,1876.10,1879.99,1431.99,1856.50,2141.91,2058.50,2136.10,1856.50,2188.07,2337.04,2063.99,2850.55,2375.49,2152.58,2278.24,2042.04,1485.78,1935.54,2850.55,2644.11,2327.56,2850.55,2531.98,2644.11,2850.55,2850.55,2850.55,2531.98,2850.55,2531.98,2661.73,2661.73,2531.98,2531.98,2661.73,2644.37,1805.18,2661.73,2800.98,2800.98,2661.73,2661.73,2661.73,2661.73,2644.37,2531.98,2531.98,2531.98,2531.98,2531.98,2531.98,2800.98,2644.37,2890.70,2661.73,2644.37,2661.73,3058.80,2890.70,2661.73,2661.73,3131.63,2890.70,2971.03,2890.70,3058.80,3058.80,3073.21,2890.70,2890.70,3271.34,3073.21,2800.98,3271.34,3149.43,3271.34,3149.43,3087.58,3100.02,2826.21,3149.43,3169.90,3271.34,3073.21,3149.43,3271.34,3271.34,3073.21,3271.34,3073.21,3271.34,3271.34,3271.34,3271.34,2859.11,2859.11,2780.07,3182.82,2746.24,2219.84,2058.50,2344.73,2278.26
N06251V,1050.00,854.24,933.57,775.28,1692.10,1692.10,1792.54,1863.93,1663.70,1837.29,2061.96,1499.59,1786.70,1616.40,1773.59,1535.54,1337.08,1603.22,1195.56,1195.56,988.96,1255.82,1723.48,1723.48,1808.04,1808.04,1773.59,1365.70,1365.70,1209.07,1104.41,1286.49,1504.52,585.33,423.32,765.43,569.35,474.81,807.22,689.77,299.07,612.61,518.44,471.32,423.32,414.84,451.70,451.70,314.39,0.00,489.19,280.75,77.81,38.23,84.48,1779.59,1953.81,1905.66,813.39,730.07,747.95,744.00,583.39,276.86,92.29,386.31,854.24,611.94,852.85,2054.34,1996.35,1924.51,2054.34,1924.51,1924.51,2320.65,2054.34,2194.38,2190.50,2194.38,1746.38,2170.89,2456.30,2372.89,2450.50,2170.89,2502.46,2651.43,2378.38,3164.94,2689.88,2466.97,2592.63,2012.58,1800.17,2154.05,3164.94,2958.50,2641.96,3164.94,2846.37,2958.50,3164.94,3164.94,3164.94,2846.37,3164.94,2846.37,2976.12,2976.12,2846.37,2846.37,2976.12,2958.76,2119.57,2976.12,3115.38,3115.38,2976.12,2976.12,2976.12,2976.12,2958.76,2846.37,2846.37,2846.37,2846.37,2846.37,2846.37,3115.38,2958.76,3205.09,2976.12,2958.76,2976.12,3373.20,3205.09,2976.12,2976.12,3446.02,3205.09,3285.42,3205.09,3373.20,3373.20,3387.61,3205.09,3205.09,3585.73,3387.61,3115.38,3585.73,3463.82,3585.73,3463.82,3401.97,3414.41,3140.60,3463.82,3484.29,3585.73,3387.61,3463.82,3585.73,3585.73,3387.61,3585.73,3387.61,3585.73,3585.73,3585.73,3585.73,3173.50,3173.50,3094.46,3497.21,3060.63,2534.23,2372.89,2659.12,2592.65
N06251W,1132.76,936.99,1016.32,858.03,1774.86,1774.86,1875.30,1946.69,1746.46,1920.05,2144.72,1582.35,1889.84,1699.15,1856.35,1618.30,1419.84,1685.98,1278.31,1278.31,1071.72,1338.58,1806.24,1806.24,1890.80,1890.80,1856.35,1448.45,1448.45,1291.82,1187.17,1369.24,1587.27,900.39,738.38,1003.14,754.10,789.87,1122.29,1004.83,614.13,927.67,833.50,786.38,738.38,729.90,810.12,810.12,397.15,501.63,0.00,595.81,486.31,539.85,586.10,1862.34,2036.56,1988.42,896.15,812.82,723.68,826.75,666.15,778.48,433.03,373.33,936.99,694.70,935.60,2137.10,2079.11,2007.26,2137.10,2007.26,2007.26,2403.41,2137.10,2277.13,2273.25,2277.13,1829.13,2253.65,2539.06,2455.65,2533.25,2253.65,2585.21,2734.19,2461.13,3247.70,2772.64,2549.73,2675.38,2439.19,1882.92,2332.69,3247.70,3041.26,2724.71,3247.70,2775.34,3041.26,3247.70,3247.70,3247.70,2775.34,3247.70,2775.34,2905.09,2905.09,2775.34,2775.34,2905.09,2887.73,2202.33,2905.09,3044.34,3044.34,2905.09,2905.09,2905.09,2905.09,2887.73,2775.34,2775.34,2775.34,2775.34,2775.34,2775.34,3044.34,2887.73,3134.06,2905.09,2887.73,2905.09,3302.16,3134.06,2905.09,2905.09,3374.98,3134.06,3214.39,3134.06,3302.16,3302.16,3316.57,3134.06,3134.06,3514.70,3316.57,3044.34,3514.70,3392.79,3514.70,3392.79,3330.94,3343.37,3069.57,3392.79,3413.26,3514.70,3316.57,3392.79,3514.70,3514.70,3316.57,3514.70,3316.57,3514.70,3514.70,3514.70,3514.70,3256.26,3256.26,3177.22,3579.97,3143.39,2616.99,2455.65,2741.87,2675.41
N06251X,1210.97,1015.20,1094.53,936.24,1853.07,1853.07,1953.51,2024.90,1824.67,1998.26,2222.93,1660.56,1968.05,1777.36,1934.56,1696.51,1498.05,1764.19,1356.52,1356.52,1149.93,1416.79,1884.45,1884.45,1969.01,1969.01,1934.56,1526.66,1526.66,1370.03,1265.38,1447.46,1665.48,304.58,142.57,484.68,288.60,194.06,526.47,409.02,18.32,331.86,237.69,190.57,142.57,134.09,214.31,214.31,475.36,304.30,650.15,0.00,288.98,342.52,388.77,1940.55,2114.77,2066.63,974.36,891.03,908.91,904.96,744.36,581.15,253.26,547.27,1015.20,772.91,1013.82,2215.31,2157.32,2085.47,2215.31,2085.47,2085.47,2481.62,2215.31,2355.34,2351.46,2355.34,1907.34,2331.86,2617.27,2533.86,2611.46,2331.86,2663.42,2812.40,2539.34,3325.91,2850.85,2627.94,2753.59,2316.87,1961.14,2410.90,3325.91,3119.47,2802.92,3325.91,2724.81,3119.47,3325.91,3325.91,3325.91,2724.81,3325.91,2724.81,2854.56,2854.56,2724.81,2724.81,2854.56,2837.20,2280.54,2854.56,2993.81,2993.81,2854.56,2854.56,2854.56,2854.56,2837.20,2724.81,2724.81,2724.81,2724.81,2724.81,2724.81,2993.81,2837.20,3083.53,2854.56,2837.20,2854.56,3251.63,3083.53,2854.56,2854.56,3324.45,3083.53,3163.86,3083.53,3251.63,3251.63,3266.04,3083.53,3083.53,3464.16,3266.04,2993.81,3464.16,3342.26,3464.16,3342.26,3280.41,3292.84,3019.04,3342.26,3362.73,3464.16,3266.04,3342.26,3464.16,3464.16,3266.04,3464.16,3266.04,3464.16,3464.16,3464.16,3464.16,3334.47,3334.47,3255.43,3658.18,3221.60,2695.20,2533.86,2820.08,2753.62
N06252D,972.19,776.43,855.76,697.47,1614.29,1614.29,1714.74,1786.12,1585.89,1759.48,1984.15,1421.78,1729.27,1538.59,1695.78,1457.73,1259.27,1525.41,1117.75,1117.75,911.15,1178.01,1645.68,1645.68,1730.23,1730.23,1695.78,1287.89,1287.89,1131.26,1026.61,1208.68,1426.71,507.52,345.51,687.62,491.54,397.00,729.41,611.96,221.26,534.80,440.63,393.51,345.51,337.03,417.25,417.25,236.58,94.01,411.38,202.94,0.00,132.23,178.49,1701.78,1876.00,1827.86,735.58,652.26,670.14,666.19,505.58,370.86,14.48,308.50,776.43,534.13,775.04,1976.54,1918.54,1846.70,1976.54,1846.70,1846.70,2242.84,1976.54,2116.57,2112.69,2116.57,1668.57,2093.08,2378.49,2295.09,2372.69,2093.08,2424.65,2573.63,2300.57,3087.13,2612.07,2389.16,2514.82,2106.58,1722.36,2172.13,3087.13,2880.70,2564.15,3087.13,2768.56,2880.70,3087.13,3087.13,3087.13,2768.56,3087.13,2768.56,2898.31,2898.31,2768.56,2768.56,2898.31,2880.95,2041.76,2898.31,3037.57,3037.57,2898.31,2898.31,2898.31,2898.31,2880.95,2768.56,2768.56,2768.56,2768.56,2768.56,2768.56,3037.57,2880.95,3127.28,2898.31,2880.95,2898.31,3295.39,3127.28,2898.31,2898.31,3368.21,3127.28,3207.61,3127.28,3295.39,3295.39,3309.80,3127.28,3127.28,3507.92,3309.80,3037.57,3507.92,3386.01,3507.92,3386.01,3324.16,3336.60,3062.80,3386.01,3406.48,3507.92,3309.80,3386.01,3507.92,3507.92,3309.80,3507.92,3309.80,3507.92,3507.92,3507.92,3507.92,3095.69,3095.69,3016.65,3419.40,2982.82,2456.42,2295.09,2581.31,2514.84
N06252E,1088.23,892.46,971.79,813.50,1730.33,1730.33,1830.77,1902.16,1701.93,1875.52,2100.19,1537.82,1821.04,1654.62,1811.82,1573.77,1375.31,1641.45,1233.78,1233.78,1027.19,1294.05,1761.71,1761.71,1846.27,1846.27,1811.82,1403.92,1403.92,1247.29,1142.64,1324.71,1542.74,623.55,461.55,803.66,607.57,513.03,845.45,727.99,337.29,650.84,556.66,509.54,461.55,453.06,413.48,413.48,352.62,38.23,527.41,318.98,116.03,0.00,118.82,1817.81,1992.03,1943.89,851.62,768.29,786.17,782.22,621.62,311.20,130.52,424.53,892.46,650.17,891.07,2092.57,2034.58,1962.73,2092.57,1962.73,1962.73,2358.88,2092.57,2232.60,2228.72,2232.60,1784.60,2209.12,2494.53,2411.12,2488.72,2209.12,2540.68,2689.66,2416.60,3203.17,2728.11,2505.20,2630.85,2046.92,1838.39,2188.39,3203.17,2996.73,2680.18,3203.17,2884.60,2996.73,3203.17,3203.17,3203.17,2884.60,3203.17,2884.60,3014.35,3014.35,2884.60,2884.60,3014.35,2996.99,2157.80,3014.35,3153.60,3153.60,3014.35,3014.35,3014.35,3014.35,2996.99,2884.60,2884.60,2884.60,2884.60,2884.60,2884.60,3153.60,2996.99,3243.32,3014.35,2996.99,3014.35,3411.42,3243.32,3014.35,3014.35,3484.24,3243.32,3323.64,3243.32,3411.42,3411.42,3425.83,3243.32,3243.32,3623.95,3425.83,3153.60,3623.95,3502.05,3623.95,3502.05,3440.20,3452.63,3178.83,3502.05,3522.51,3623.95,3425.83,3502.05,3623.95,3623.95,3425.83,3623.95,3425.83,3623.95,3623.95,3623.95,3623.95,3211.73,3211.73,3132.69,3535.44,3098.86,2572.46,2411.12,2697.34,2630.88
N06252F,1134.48,938.72,1018.04,859.75,1776.58,1776.58,1877.02,1948.41,1748.18,1921.77,2108.10,1584.07,1702.22,1700.87,1858.07,1620.02,1421.56,1687.70,1280.04,1280.04,1073.44,1340.30,1807.96,1807.96,1892.52,1892.52,1858.07,1450.18,1450.18,1293.55,1188.89,1370.97,1589.00,669.81,507.80,849.91,653.82,559.28,891.70,774.24,383.55,697.09,602.92,555.79,507.80,499.32,532.29,532.29,398.87,84.48,573.66,365.23,162.29,118.82,0.00,1864.07,2038.28,1990.14,897.87,814.54,832.43,828.47,667.87,192.38,176.77,470.78,938.72,696.42,937.33,2138.82,2080.83,2008.98,2138.82,2008.98,2008.98,2405.13,2138.82,2278.86,2274.97,2278.86,1830.86,2255.37,2540.78,2457.37,2534.97,2255.37,2586.94,2735.91,2462.86,3249.42,2774.36,2551.45,2677.11,1928.10,1884.65,2069.57,3249.42,3042.98,2726.43,3249.42,2930.85,3042.98,3249.42,3249.42,3249.42,2930.85,3249.42,2930.85,3060.60,3060.60,2930.85,2930.85,3060.60,3043.24,2204.05,3060.60,3199.85,3199.85,3060.60,3060.60,3060.60,3060.60,3043.24,2930.85,2930.85,2930.85,2930.85,2930.85,2930.85,3199.85,3043.24,3289.57,3060.60,3043.24,3060.60,3457.67,3289.57,3060.60,3060.60,3530.50,3289.57,3369.90,3289.57,3457.67,3457.67,3472.08,3289.57,3289.57,3670.21,3472.08,3199.85,3670.21,3548.30,3670.21,3548.30,3486.45,3498.89,3225.08,3548.30,3568.77,3670.21,3472.08,3548.30,3670.21,3670.21,3472.08,3670.21,3472.08,3670.21,3670.21,3670.21,3670.21,3257.98,3257.98,3178.94,3581.69,3145.11,2618.71,2457.37,2743.60,2677.13
N06261V,530.56,726.33,647.00,817.46,86.37,86.37,261.29,84.34,143.50,355.36,580.03,526.64,929.41,528.90,291.66,562.59,319.15,363.51,399.88,399.88,591.61,693.92,203.28,203.28,287.84,287.84,291.66,347.77,347.77,386.37,492.85,493.52,291.88,1991.31,1829.31,2025.49,1776.45,1880.79,2213.21,2095.75,1705.05,2018.60,1924.42,1877.30,1829.31,1820.82,1901.04,1901.04,1265.71,1592.55,1662.86,1686.73,1577.23,1630.77,1677.03,0.00,174.22,126.08,855.58,1156.73,1154.78,1141.40,1010.06,1617.37,1523.95,1337.63,726.33,1038.61,895.03,534.14,476.15,404.30,534.14,404.30,404.30,691.04,534.14,543.72,410.91,543.72,226.18,541.27,826.68,743.28,820.88,541.27,872.84,993.11,748.76,1535.32,1060.27,837.36,813.04,1054.03,318.24,768.00,1535.32,1328.89,1012.34,1535.32,1596.71,1328.89,1535.32,1535.32,1535.32,1596.71,1535.32,1596.71,1981.17,1981.17,1596.71,1596.71,1981.17,1709.10,489.95,1981.17,2138.51,2138.51,1981.17,1981.17,1981.17,1981.17,1709.10,1596.71,1596.71,1596.71,1596.71,1596.71,1596.71,2138.51,1709.10,2457.85,1981.17,1709.10,1981.17,2625.95,2457.85,1981.17,1981.17,2698.77,2457.85,2538.18,2457.85,2625.95,2625.95,2640.36,2457.85,2457.85,2873.31,2640.36,2138.51,2873.31,2751.41,2873.31,2751.41,2654.73,2667.16,2667.13,2751.41,2771.87,2873.31,2640.36,2751.41,2873.31,2873.31,2640.36,2873.31,2640.36,2873.31,2873.31,2873.31,2873.31,1543.89,1543.89,1464.85,1867.59,1431.02,1014.03,743.28,1029.50,963.03
N06261Y,704.78,900.55,821.22,991.68,260.59,260.59,435.51,89.87,317.72,529.57,754.24,700.85,1103.63,703.11,465.87,736.80,493.37,537.73,574.09,574.09,765.82,868.14,377.50,377.50,462.06,462.06,465.87,521.99,521.99,560.58,667.06,667.73,466.09,2165.53,2003.52,2199.71,1950.67,2055.01,2387.42,2269.97,1879.27,2192.81,2098.64,2051.52,2003.52,1995.04,2075.26,2075.26,1439.93,1766.76,1837.08,1860.95,1751.44,1804.99,1851.24,174.22,0.00,131.61,1029.79,1330.95,1329.00,1315.61,1184.28,1791.59,1698.17,1511.85,900.55,1212.82,1069.25,689.28,650.37,578.52,689.28,578.52,578.52,696.57,689.28,549.25,416.44,549.25,400.39,546.80,832.21,748.81,826.41,546.80,878.37,890.32,754.29,1491.13,968.52,842.89,710.25,1228.25,492.45,942.22,1491.13,1284.69,920.60,1491.13,1422.49,1284.69,1491.13,1491.13,1491.13,1422.49,1491.13,1422.49,1806.95,1806.95,1422.49,1422.49,1806.95,1534.89,495.49,1806.95,1964.29,1964.29,1806.95,1806.95,1806.95,1806.95,1534.89,1422.49,1422.49,1422.49,1422.49,1422.49,1422.49,1964.29,1534.89,2283.63,1806.95,1534.89,1806.95,2451.73,2283.63,1806.95,1806.95,2524.56,2283.63,2363.96,2283.63,2451.73,2451.73,2466.15,2283.63,2283.63,2699.10,2466.15,1964.29,2699.10,2577.19,2699.10,2577.19,2480.51,2492.95,2492.91,2577.19,2597.66,2699.10,2466.15,2577.19,2699.10,2699.10,2466.15,2699.10,2466.15,2699.10,2699.10,2699.10,2699.10,1499.69,1499.69,1420.65,1823.40,1386.82,1042.98,748.81,1035.03,968.56
N06261Z,656.64,852.40,773.08,943.54,212.45,212.45,387.37,41.73,269.58,481.43,706.10,652.71,1055.48,654.97,417.73,688.66,445.23,489.59,525.95,525.95,717.68,820.00,329.36,329.36,413.92,413.92,417.73,473.84,473.84,512.44,618.92,619.59,417.95,2117.39,1955.38,2151.57,1902.53,2006.87,2339.28,2221.82,1831.13,2144.67,2050.50,2003.38,1955.38,1946.90,2027.11,2027.11,1391.79,1718.62,1788.94,1812.81,1703.30,1756.85,1803.10,126.08,131.61,0.00,981.65,1282.81,1280.86,1267.47,1136.13,1743.45,1650.03,1463.70,852.40,1164.68,1021.11,557.68,602.23,530.38,557.68,530.38,530.38,564.96,557.68,417.64,284.83,417.64,352.25,415.20,700.61,617.20,694.80,415.20,746.76,867.03,622.68,1409.25,934.19,711.28,686.96,1180.11,444.31,894.08,1409.25,1202.81,886.26,1409.25,1554.10,1202.81,1409.25,1409.25,1409.25,1554.10,1409.25,1554.10,1938.56,1938.56,1554.10,1554.10,1938.56,1666.49,363.88,1938.56,2095.90,2095.90,1938.56,1938.56,1938.56,1938.56,1666.49,1554.10,1554.10,1554.10,1554.10,1554.10,1554.10,2095.90,1666.49,2415.24,1938.56,1666.49,1938.56,2583.34,2415.24,1938.56,1938.56,2656.16,2415.24,2495.57,2415.24,2583.34,2583.34,2597.75,2415.24,2415.24,2830.70,2597.75,2095.90,2830.70,2708.80,2830.70,2708.80,2612.12,2624.55,2624.52,2708.80,2729.26,2830.70,2597.75,2708.80,2830.70,2830.70,2597.75,2830.70,2597.75,2830.70,2830.70,2830.70,2830.70,1417.81,1417.81,1338.77,1741.52,1304.94,911.37,617.20,903.42,836.96
N06271G,406.93,211.17,290.50,132.21,1049.03,1049.03,1149.48,1220.86,1020.63,1194.22,1418.89,856.52,1164.01,973.33,1130.52,892.47,694.01,960.15,552.49,552.49,345.89,553.88,1080.42,1080.42,1164.97,1164.97,1130.52,722.63,722.63,566.00,461.35,643.42,861.45,1135.74,973.73,1169.92,920.87,1025.21,1357.63,1240.17,849.47,1163.02,1068.85,1021.72,973.73,965.24,1045.46,1045.46,410.14,736.97,807.28,831.16,721.65,775.19,821.45,1136.52,1254.47,1262.60,0.00,301.16,299.20,285.82,154.48,761.80,668.38,482.05,211.17,183.03,136.54,1411.28,1353.28,1281.44,1411.28,1281.44,1281.44,1677.58,1411.28,1551.31,1547.43,1551.31,1103.31,1527.82,1813.23,1729.83,1807.43,1527.82,1859.39,2008.37,1735.31,2521.87,2046.81,1823.90,1949.56,1713.36,1157.10,1606.87,2521.87,2315.43,1998.89,2521.87,2234.63,2315.43,2521.87,2521.87,2521.87,2234.63,2521.87,2234.63,2619.09,2619.09,2234.63,2234.63,2619.09,2347.02,1476.50,2619.09,2776.42,2776.42,2619.09,2619.09,2619.09,2619.09,2347.02,2234.63,2234.63,2234.63,2234.63,2234.63,2234.63,2776.42,2347.02,2938.01,2619.09,2347.02,2619.09,3106.11,2938.01,2619.09,2619.09,3178.93,2938.01,3018.33,2938.01,3106.11,3106.11,3120.52,2938.01,2938.01,3335.55,3120.52,2776.42,3335.55,3213.64,3335.55,3213.64,3134.88,3147.32,2890.42,3213.64,3234.11,3335.55,3120.52,3213.64,3335.55,3335.55,3120.52,3335.55,3120.52,3335.55,3335.55,3335.55,3335.55,2530.43,2530.43,2451.39,2854.14,2417.56,1891.16,1729.83,2016.05,1949.58
N06271H,599.05,403.28,482.61,324.32,1241.15,1241.15,1341.59,1412.98,1212.75,1386.34,1611.01,1048.64,1356.12,1165.44,1322.64,1084.59,886.13,1152.27,744.60,744.60,538.01,804.87,1272.53,1272.53,1357.09,1357.09,1322.64,914.74,914.74,758.11,653.46,835.54,1053.56,1147.76,985.75,1181.94,932.90,1037.24,1369.65,1252.20,861.50,1175.04,1080.87,1033.75,985.75,977.27,1057.49,1057.49,422.16,749.00,819.31,843.18,733.67,787.22,833.47,1328.63,1502.85,1454.71,362.44,0.00,311.23,307.28,146.67,773.82,680.40,494.08,403.28,160.99,401.89,1603.39,1545.40,1473.55,1603.39,1473.55,1473.55,1869.70,1603.39,1743.42,1739.54,1743.42,1295.42,1719.94,2005.35,1921.94,1999.54,1719.94,2051.50,2200.48,1927.42,2713.99,2238.93,2016.02,2141.67,1905.47,1349.21,1798.98,2713.99,2507.55,2191.00,2713.99,2499.98,2507.55,2713.99,2713.99,2713.99,2499.98,2713.99,2499.98,2884.44,2884.44,2499.98,2499.98,2884.44,2612.37,1668.62,2884.44,3036.36,3036.36,2884.44,2884.44,2884.44,2884.44,2612.37,2499.98,2499.98,2499.98,2499.98,2499.98,2499.98,3036.36,2612.37,3138.09,2884.44,2612.37,2884.44,3306.20,3138.09,2884.44,2884.44,3379.02,3138.09,3218.42,3138.09,3306.20,3306.20,3320.61,3138.09,3138.09,3535.63,3320.61,3036.36,3535.63,3413.73,3535.63,3413.73,3334.97,3347.41,3090.51,3413.73,3434.20,3535.63,3320.61,3413.73,3535.63,3535.63,3320.61,3535.63,3320.61,3535.63,3535.63,3535.63,3535.63,2722.55,2722.55,2643.51,3046.26,2609.68,2083.28,1921.94,2208.16,2141.70
N06271K,689.37,493.61,572.93,414.64,1331.47,1331.47,1431.91,1503.30,1303.07,1476.66,1701.33,1138.96,1446.45,1255.76,1412.96,1174.91,976.45,1242.59,834.93,834.93,628.33,895.19,1362.85,1362.85,1447.41,1447.41,1412.96,1005.07,1005.07,848.44,743.78,925.86,1143.89,836.53,674.53,870.71,621.67,726.01,1058.43,940.97,550.27,863.82,769.64,722.52,674.53,666.04,746.26,746.26,110.93,437.77,508.08,531.95,422.45,475.99,522.25,1418.96,1593.17,1545.03,452.76,369.44,0.00,383.36,222.76,462.59,369.17,182.85,493.61,251.31,492.22,1693.71,1635.72,1563.87,1693.71,1563.87,1563.87,1960.02,1693.71,1833.75,1829.86,1833.75,1385.75,1810.26,2095.67,2012.26,2089.86,1810.26,2141.83,2290.80,2017.74,2804.31,2329.25,2106.34,2232.00,1995.80,1439.54,1889.30,2804.31,2597.87,2281.32,2804.31,2558.47,2597.87,2804.31,2804.31,2804.31,2558.47,2804.31,2558.47,2772.66,2772.66,2558.47,2558.47,2772.66,2670.86,1758.94,2772.66,2911.92,2911.92,2772.66,2772.66,2772.66,2772.66,2670.86,2558.47,2558.47,2558.47,2558.47,2558.47,2558.47,2911.92,2670.86,3001.64,2772.66,2670.86,2772.66,3169.74,3001.64,2772.66,2772.66,3242.56,3001.64,3081.96,3001.64,3169.74,3169.74,3184.15,3001.64,3001.64,3382.27,3184.15,2911.92,3382.27,3260.36,3382.27,3260.36,3198.51,3210.95,2937.15,3260.36,3280.83,3382.27,3184.15,3260.36,3382.27,3382.27,3184.15,3382.27,3184.15,3382.27,3382.27,3382.27,3382.27,2812.87,2812.87,2733.83,3136.58,2700.00,2173.60,2012.26,2298.49,2232.02
N06271L,627.21,431.45,510.77,352.49,1269.31,1269.31,1268.98,1441.14,1240.91,1414.50,1639.17,1076.80,1384.29,1193.61,1350.80,1112.75,914.29,1180.43,772.77,772.77,566.17,806.54,1300.69,1300.69,1385.25,1385.25,1350.80,942.91,942.91,786.28,681.62,863.70,1081.73,1141.86,979.85,1176.04,927.00,1031.33,1363.75,1246.29,855.60,1169.14,1074.97,1027.84,979.85,971.37,1051.58,1051.58,416.26,743.09,813.41,837.28,727.77,781.32,827.57,1356.80,1371.61,1482.87,390.60,307.28,305.32,0.00,160.60,767.92,674.50,488.17,431.45,189.15,430.06,1631.56,1573.56,1501.72,1631.56,1501.72,1501.72,1897.86,1631.56,1771.59,1767.71,1771.59,1323.59,1748.10,2033.51,1950.10,2027.71,1748.10,2079.67,2228.64,1955.59,2742.15,2267.09,2044.18,2081.86,1933.64,1377.38,1827.14,2742.15,2535.71,2219.17,2742.15,2282.64,2535.71,2742.15,2742.15,2742.15,2282.64,2742.15,2282.64,2589.84,2589.84,2282.64,2282.64,2589.84,2395.03,1696.78,2589.84,2729.09,2729.09,2589.84,2589.84,2589.84,2589.84,2395.03,2282.64,2282.64,2282.64,2282.64,2282.64,2282.64,2729.09,2395.03,2830.82,2589.84,2395.03,2589.84,2998.92,2830.82,2589.84,2589.84,3071.74,2830.82,2911.14,2830.82,2998.92,2998.92,3013.33,2830.82,2830.82,3228.36,3013.33,2729.09,3228.36,3106.45,3228.36,3106.45,3027.70,3040.13,2783.23,3106.45,3126.92,3228.36,3013.33,3106.45,3228.36,3228.36,3013.33,3228.36,3013.33,3228.36,3228.36,3228.36,3228.36,2750.71,2750.71,2671.67,3074.42,2637.84,2111.44,1950.10,2236.33,2169.86
N06281M,466.61,270.85,350.17,191.88,1108.71,1108.71,1209.15,1280.54,1080.31,1253.90,1478.57,916.20,1223.69,1033.00,1190.20,952.15,753.69,1019.83,612.17,612.17,405.57,672.43,1140.09,1140.09,1224.65,1224.65,1190.20,782.31,782.31,625.68,521.02,703.10,921.12,1001.09,839.08,1035.27,786.23,890.56,1222.98,1105.52,714.83,1028.37,934.20,887.07,839.08,830.60,910.81,910.81,275.49,602.32,672.64,696.51,587.00,640.55,686.80,1196.19,1370.41,1322.27,230.00,146.67,164.56,160.60,0.00,627.15,533.73,347.40,270.85,28.55,269.46,1470.95,1412.96,1341.11,1470.95,1341.11,1341.11,1737.26,1470.95,1610.99,1607.10,1610.99,1162.98,1587.50,1872.91,1789.50,1867.10,1587.50,1919.06,2068.04,1794.98,2581.55,2106.49,1883.58,2009.23,1773.04,1216.78,1666.54,2581.55,2375.11,2058.56,2581.55,2367.54,2375.11,2581.55,2581.55,2581.55,2367.54,2581.55,2367.54,2750.44,2750.44,2367.54,2367.54,2750.44,2479.94,1536.18,2750.44,2889.69,2889.69,2750.44,2750.44,2750.44,2750.44,2479.94,2367.54,2367.54,2367.54,2367.54,2367.54,2367.54,2889.69,2479.94,2991.42,2750.44,2479.94,2750.44,3159.52,2991.42,2750.44,2750.44,3232.34,2991.42,3071.75,2991.42,3159.52,3159.52,3173.93,2991.42,2991.42,3388.96,3173.93,2889.69,3388.96,3267.05,3388.96,3267.05,3188.30,3200.73,2943.84,3267.05,3287.52,3388.96,3173.93,3267.05,3388.96,3388.96,3173.93,3388.96,3173.93,3388.96,3388.96,3388.96,3388.96,2590.11,2590.11,2511.07,2913.82,2477.24,1950.84,1789.50,2075.72,2009.26
